"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Salary","Contract","FPts","FP/G","%D","ADP","Ros","GP","G","A","A1","A2","PIM","SOG","Shot%","TS%","PPP","Hit","Blk","TOIES","TOIPP","TOISH","Cor","ZS%"
"*03eax*","Jack Dougherty","BOS","D","2541","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rg6*","Samuel Dove-McFalls","CGY","LW","2543","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*015px*","Viktor Dovgan","(N/A)","D","2544","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003k7*","Jake Dowell","(N/A)","C","2545","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*061jk*","Keaton Dowhaniuk","(N/A)","D","2548","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06at0*","Logan Dowhaniuk","(N/A)","D","2549","FA","23","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0042n*","Steve Downie","(N/A)","LW,RW","2550","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03npd*","Grayson Downing","(N/A)","RW","2551","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038sn*","Jack Downing","BOS","RW","2552","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031pj*","Michael Downing","(N/A)","D","2553","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02g1o*","Chris Doyle","NYR","C","2555","FA","35","PIT Tue 6:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02npt*","John Draeger","MIN","D","2556","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031us*","David Drake","PHI","D","2558","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06owq*","Samuel Drancak","(N/A)","C","2559","FA","19","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004on*","Vladimir Dravecky","(N/A)","RW","2561","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004mt*","Nick Drazenovic","(N/A)","C","2562","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0057c*","Davis Drewiske","(N/A)","D","2564","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06iah*","Vasili Dronyk","(N/A)","RW","2569","FA","22","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*051xn*","Ivan Drozdov","(N/A)","RW","2571","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06h99*","Mark Duarte","(N/A)","RW","2573","FA","22","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05uc3*","Sergei Dubakin","(N/A)","LW","2574","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*061w7*","Aiden Dubinsky","(N/A)","D","2578","FA","21","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0040d*","Brandon Dubinsky","(N/A)","C","2579","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06yfz*","Jakub Dubravik","(N/A)","LW","2582","FA","18","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04wwt*","Justin Ducharme","MTL","RW","2583","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003rk*","Mike Duco","(N/A)","RW","2585","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03eda*","Joey Dudek","(N/A)","C","2588","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02y8q*","Ben Duffy","(N/A)","C","2589","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04l7k*","Kevin Dufour","(N/A)","LW","2590","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03edr*","Reid Duke","VGK","C","2593","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01n8e*","Gabriel Dumont","TBL","C,RW","2597","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*022i7*","Ryan Duncan","(N/A)","RW","2600","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03rj8*","Liam Dunda","STL","LW","2601","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04ld6*","Nathan Dunkley","(N/A)","C","2602","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031qo*","Vincent Dunn","(N/A)","C","2603","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004ne*","Brodie Dupont","(N/A)","C","2606","FA","38","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004j5*","Philippe Dupuis","(N/A)","C","2608","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03khb*","Jean Dupuy","TOR","LW","2609","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04l93*","Marc-Olivier Duquette","(N/A)","D","2610","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zsw*","Corey Durocher","FLA","LW","2614","FA","33","CHI Tue 3:00PM","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003j3*","Patrick Dwyer","(N/A)","RW","2617","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04c35*","Yaroslav Dyblenko","(N/A)","D","2619","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*048y9*","Roman Dyukov","CGY","D","2622","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05yjx*","Andris Dzerins","(N/A)","C,LW","2623","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fri*","Darian Dziurzynski","(N/A)","LW","2626","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01t9m*","Dave Dziurzynski","(N/A)","LW","2627","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003k8*","Ben Eager","(N/A)","LW","2628","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01nrm*","Cody Eakin","(N/A)","C","2629","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0049o*","Robbie Earl","(N/A)","LW","2630","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01fxa*","Ben Eaves","NSH","C","2631","FA","43","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0041i*","Patrick Eaves","(N/A)","RW","2632","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004o2*","Andrew Ebbett","(N/A)","C","2633","FA","42","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04l7l*","Thomas Ebbing","(N/A)","C","2634","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03kh3*","Tanner Eberle","(N/A)","RW","2635","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0243c*","Nick Ebert","(N/A)","D","2637","FA","31","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0055o*","Tyler Eckford","(N/A)","D","2638","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02nko*","Cullen Eddy","(N/A)","D","2639","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02imf*","David Eddy","(N/A)","RW","2640","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05y2a*","Andreas Eder","(N/A)","C,RW","2641","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*045za*","Tobias Eder","(N/A)","RW","2642","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004ax*","Alexander Edler","(N/A)","D","2643","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","00:00","00:00","00:00","0","0"
"*070fs*","Beckham Edwards","(N/A)","C","2649","FA","17","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0048h*","Mike Egener","(N/A)","D","2653","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04rdv*","Nando Eggenberger","(N/A)","LW","2654","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05o60*","Haralds Egle","WPG","RW","2655","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05ad4*","Dominik Egli","(N/A)","D","2656","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04q8e*","Yasin Ehliz","(N/A)","LW,RW","2658","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03ec4*","Christoffer Ehn","(N/A)","C,LW,RW","2659","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01f8q*","Travis Ehrhardt","(N/A)","D","2660","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03wom*","Markus Eisenschmid","(N/A)","C","2661","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03eby*","Shane Eiserman","OTT","C,LW","2663","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04rzw*","Lucas Ekestahl Jonsson","(N/A)","D","2667","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04d8v*","Kevin Ekman-Larsson","(N/A)","D","2670","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05y22*","Elias Ekstrom","(N/A)","LW,RW","2672","FA","24","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0430j*","Mattias Elfstrom","DET","LW","2674","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06qw4*","Will Elger","(N/A)","RW","2675","FA","20","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03eee*","Kevin Elgestal","(N/A)","RW","2676","FA","29","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*031o4*","Remi Elie","TBL","LW","2682","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06q38*","Vince Elie","(N/A)","C","2683","FA","20","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05uci*","Arvid Eljas","(N/A)","C","2685","FA","22","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01cez*","Corey Elkins","(N/A)","C","2686","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03czc*","Mads Eller","(N/A)","LW","2687","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003rm*","Keaton Ellerby","(N/A)","D","2688","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01c9r*","Taylor Ellington","(N/A)","D","2690","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*038t0*","Mitch Elliot","(N/A)","LW","2691","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01ge7*","Stefan Elliott","(N/A)","D","2694","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03kgu*","Brendan Ellis","SJS","D","2695","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01zu6*","Morgan Ellis","(N/A)","D","2699","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003wb*","Matt Ellison","(N/A)","RW","2703","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04z3v*","Jake Elmer","(N/A)","RW","2704","FA","26","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*020h0*","Eero Elo","MIN","LW","2705","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03xyq*","Aleksi Elorinne","(N/A)","D","2706","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01ztb*","David Elsner","(N/A)","LW","2707","FA","33","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*02fr9*","Turner Elson","(N/A)","C","2708","FA","32","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*042wb*","Hudson Elynuik","(N/A)","C","2710","FA","27","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04lgz*","Einar Emanuelsson","(N/A)","RW","2711","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*0310q*","Petter Emanuelsson","(N/A)","LW,RW","2712","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*024j1*","Alexei Emelin","(N/A)","D","2713","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004c6*","Steve Eminger","(N/A)","D","2716","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*004pd*","Riley Emmerson","EDM","D","2717","FA","39","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003p0*","Cory Emmerton","(N/A)","C","2718","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*06cfi*","Sander-Vold Engebraten","(N/A)","D","2722","FA","23","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05x1i*","Drew Englot","(N/A)","C","2726","FA","22","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01fj9*","Andreas Engqvist","(N/A)","C","2727","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01mkm*","Jonas Enlund","WPG","C","2732","FA","37","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003eg*","Toby Enstrom","(N/A)","D","2735","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03kil*","Wade Epp","WSH","D","2737","FA","36","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003wc*","Martin Erat","(N/A)","LW,RW","2739","FA","44","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003p2*","Jonathan Ericsson","(N/A)","D","2741","FA","41","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*05rhv*","Kalle Eriksson","(N/A)","D","2747","FA","25","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*003no*","Loui Eriksson","(N/A)","LW,RW","2749","FA","40","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*026t1*","Sebastian Erixon","(N/A)","D","2750","FA","35","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*01f63*","Tim Erixon","(N/A)","D","2751","FA","34","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*03ys9*","Macoy Erkamps","(N/A)","D","2752","FA","30","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
"*04mr9*","Jordan Ernst","(N/A)","LW","2756","FA","28","","750,000","1st","0","0","0","-","0%","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0"
